Model,CV_R2_mean,CV_R2_std,CV_MAE_mean,CV_MAE_std,CV_RMSE_mean,CV_RMSE_std
ExtraTrees,0.9970027443017175,0.0009814839444637479,43.16043331102692,7.642782709185718,102.24714318771613,15.651730465162721
RandomForest,0.9967593324543482,0.0008725129047245527,46.27294463249374,4.697562805010691,106.80760550601315,16.07755500543095
XGBoost,0.9919950783213081,0.001830091555363488,99.46379764785027,6.614572157740188,168.6717008138092,19.867582285588295
GradientBoosting,0.9809709461294442,0.002548424416837465,166.13659229165572,11.699770459999545,261.16808238135724,21.041553892244217
HistGradientBoosting,0.967213454040864,0.030067696834850235,167.30966487760458,55.06193603980117,315.0934748909159,130.14303230287376
SVR,-0.45699181523935517,0.1295580128264212,1528.667464329112,145.36835459155688,2287.6927092605592,137.1353318871134
